20,1,0.09884830874575858,0.00013423509168768887
20,2,0.01391266050255372,1.9797311928903578e-06
20,3,0.007716337820063546,4.0434273816893973e-07
15,1,0.04803458035334839,1.850713781715173e-05
15,2,0.00972602059616506,1.9131862225478947e-06
15,3,0.006741736885089557,4.5021805641934585e-07
10,1,0.021753288635575508,1.316544272091572e-05
10,2,0.006702780724055361,5.947764918811049e-07
10,3,0.005619552479895118,2.050175321103202e-07
5,1,0.010188089318826218,9.755747884933203e-07
5,2,0.00473418384363849,9.156373373101227e-08
5,3,0.004380160405339729,2.7253649073591266e-07
30,1,0.37361670429779825,0.0037318778284589965
30,2,0.37361670429779825,0.0037318778284589965
30,3,0.010608008228951723,1.2558841568482851e-06
